Online boarding,Inflight wifi service,Business Travel,Inflight entertainment,Loyal Customer,Checkin service,Age,Flight Distance,Seat comfort,Class
3,3,0,4,1,5,19,1107,4,1
1,1,1,1,0,1,20,481,1,1
2,2,1,2,0,1,50,459,2,1
2,2,1,1,0,1,35,1235,1,2
5,5,1,4,1,4,48,1894,4,3
4,5,1,3,1,3,39,3913,5,3
4,2,0,5,1,3,53,1721,4,3
5,3,1,5,1,4,42,1345,5,3
4,4,1,4,1,5,36,637,4,1
3,3,0,3,1,5,10,1021,3,1
5,2,1,5,1,5,51,2748,4,3
1,4,1,4,1,1,58,1201,2,3
5,1,1,5,1,4,32,2095,5,3
2,5,0,4,1,1,51,651,4,1
3,3,0,5,1,4,58,113,3,1
2,2,1,4,0,3,21,1506,4,1
1,1,1,5,0,4,52,692,5,1
3,3,1,3,0,5,61,333,3,3
3,3,1,2,0,3,38,1605,2,3
3,3,1,3,1,3,36,133,3,1
2,2,0,3,1,3,68,919,3,1
4,4,0,2,1,3,69,431,5,1
5,4,1,5,1,5,58,1587,5,3
5,5,1,5,1,5,62,456,5,1
5,2,1,2,1,3,53,522,4,3
3,3,1,1,0,4,24,859,1,1
5,4,1,4,1,4,67,463,3,1
3,3,0,4,1,3,7,469,4,1
4,5,1,5,1,4,44,937,5,3
1,3,1,3,0,1,22,109,1,1
1,1,0,4,1,5,66,590,4,1
2,2,0,5,1,2,29,862,5,1
4,4,1,4,1,4,36,557,4,2
1,1,0,3,1,5,35,964,3,1
1,1,0,2,1,5,7,964,2,1
4,3,1,4,1,5,49,2556,4,3
5,3,1,5,1,5,57,3697,4,3
2,1,1,2,1,1,40,3367,3,3
3,1,1,1,1,4,58,3543,4,3
4,4,1,4,1,1,36,223,4,2
5,1,0,4,1,3,67,569,5,2
1,1,1,5,0,2,18,1303,5,1
2,2,0,5,1,4,66,294,5,1
3,2,1,4,1,1,44,3037,4,3
2,2,1,2,1,4,50,1894,2,3
5,2,1,5,1,5,43,678,5,3
4,4,1,4,0,4,24,1180,4,1
4,4,1,5,0,3,9,1744,5,3
2,3,1,2,0,3,26,1055,2,3
4,4,1,1,0,4,25,1237,1,2
3,3,1,4,1,3,53,1605,5,3
0,2,0,5,1,4,9,262,5,1
2,3,0,5,1,4,46,550,3,1
4,5,1,5,1,3,35,2895,5,3
2,2,0,5,1,2,35,197,2,3
3,3,0,5,1,3,64,141,5,2
2,2,0,2,1,4,44,1542,2,1
3,5,1,5,1,5,55,270,3,2
4,4,1,4,0,3,22,1199,1,3
4,4,0,5,1,4,11,925,5,1
1,2,1,2,1,5,58,95,4,2
3,2,1,2,1,1,68,1712,4,3
5,2,0,4,1,5,65,270,5,2
5,1,1,4,1,5,42,3287,5,3
2,2,1,2,1,4,35,1368,2,1
4,5,1,4,1,5,22,3927,4,3
3,3,1,3,0,3,27,602,3,1
2,2,0,2,1,3,24,314,2,1
5,1,0,3,1,4,54,957,5,1
5,3,1,2,1,4,51,1521,4,3
2,3,0,3,1,1,65,399,4,3
5,2,1,5,1,4,27,1416,5,3
5,5,0,3,1,4,7,358,3,1
3,3,0,1,1,3,34,776,1,1
1,1,1,1,1,4,35,588,1,1
4,3,1,4,1,5,58,2696,5,3
2,3,0,3,1,1,43,468,4,1
1,4,1,3,1,2,42,2117,5,3
4,3,1,4,1,5,42,551,4,3
4,4,1,5,1,3,60,594,4,3
2,2,1,1,0,2,64,302,1,2
1,5,1,5,1,4,66,417,2,1
5,1,1,4,1,5,41,642,4,3
4,2,1,3,1,2,43,2232,3,3
5,5,1,5,1,5,22,760,5,1
4,3,0,3,1,5,53,1620,4,3
3,3,0,1,1,5,12,533,1,1
5,5,1,3,1,4,40,649,5,3
3,3,0,4,1,1,57,599,4,1
3,3,1,2,1,3,45,3580,4,3
5,5,1,4,1,3,57,2600,4,3
4,4,0,1,1,4,11,423,1,3
4,2,1,5,1,5,38,1578,3,3
1,1,1,2,1,4,53,2400,2,1
5,5,1,4,1,4,48,1586,4,3
2,3,0,5,1,1,38,944,5,1
4,5,1,5,1,3,45,315,4,3
1,1,1,4,1,3,53,2517,1,3
4,4,1,3,0,4,42,299,4,1
2,2,1,2,1,4,33,1703,2,1
3,3,0,1,1,4,43,308,1,1
1,1,0,1,1,3,51,641,1,1
4,4,0,1,1,5,51,209,1,1
1,3,0,1,1,4,60,842,5,1
5,4,1,4,1,1,45,844,5,2
4,4,1,4,1,5,28,2064,4,3
4,1,1,4,1,3,40,1984,5,3
4,1,1,5,1,5,46,1865,5,3
5,5,1,4,1,5,60,3873,5,3
4,4,1,4,0,3,23,230,4,1
4,5,1,5,1,3,46,581,4,3
3,2,0,5,1,3,61,1303,5,1
3,3,0,3,1,5,11,749,3,2
1,2,1,5,1,3,58,1765,5,3
4,5,1,5,1,3,48,481,5,3
1,2,0,2,1,2,63,321,4,2
1,1,1,5,0,1,49,1205,5,1
1,1,0,3,1,4,24,354,3,1
3,3,1,3,1,3,25,3026,3,3
5,2,1,4,1,5,50,3236,5,3
2,2,0,5,1,4,14,603,5,1
4,3,1,4,0,5,40,674,4,3
4,4,1,3,1,4,44,2446,4,1
4,4,1,4,0,4,27,522,4,3
3,3,1,2,0,1,25,157,2,1
4,4,1,4,1,2,34,455,4,1
4,2,1,5,1,4,41,528,4,3
4,4,0,5,1,4,52,404,5,1
3,3,1,4,0,4,44,1304,4,1
2,4,0,2,1,4,60,419,4,1
1,1,0,3,1,2,25,226,3,1
3,2,1,2,1,1,61,986,2,1
2,4,0,1,1,3,7,515,1,1
3,3,1,3,1,1,46,1120,4,1
1,1,0,4,1,4,20,1521,4,1
4,4,1,4,1,2,59,1053,3,1
2,4,0,2,1,3,47,481,2,1
4,4,1,3,1,5,47,1340,5,3
3,3,0,4,1,3,24,874,1,1
4,4,1,1,0,1,24,353,1,1
4,4,1,1,0,4,34,357,1,3
5,4,1,5,1,3,32,546,5,3
1,1,0,3,1,4,44,746,3,1
3,4,0,1,1,3,53,404,3,3
5,5,0,3,1,5,15,1190,3,1
1,1,1,1,0,3,36,414,1,3
1,1,1,5,0,5,40,551,5,1
2,2,0,4,1,3,27,67,4,1
3,3,1,4,0,3,22,1199,4,1
4,5,1,3,0,4,28,862,3,3
5,5,1,5,1,1,38,109,5,1
4,3,1,4,1,4,49,2377,4,3
4,4,0,1,1,2,29,223,1,2
3,3,1,3,1,2,52,139,3,2
3,4,0,3,1,4,20,505,5,3
3,3,0,5,1,3,49,488,4,1
3,3,0,3,1,4,9,337,3,1
2,2,0,4,1,3,21,986,4,1
2,2,1,2,1,3,22,460,4,2
1,2,0,3,1,5,62,853,5,1
5,3,0,2,1,3,55,179,4,3
1,1,0,1,1,1,60,2342,1,1
3,3,1,2,0,2,24,989,2,3
4,4,0,4,1,1,34,821,4,1
5,3,1,5,1,3,33,991,5,3
2,2,0,5,1,5,15,313,5,1
5,5,1,1,0,3,24,449,1,3
4,1,1,4,1,5,48,534,4,3
5,2,1,5,1,3,21,3470,5,3
3,3,1,4,0,4,24,403,4,1
5,5,1,5,1,4,24,592,5,3
4,3,1,3,1,5,41,2438,5,3
5,0,1,5,1,4,54,3888,5,3
4,4,1,1,0,4,23,337,1,1
4,1,1,4,1,5,30,3578,4,3
1,2,1,1,0,3,29,502,1,1
0,0,1,2,0,3,20,401,2,3
2,4,1,2,1,5,31,562,2,3
5,3,1,5,1,5,52,1588,5,3
4,4,1,5,1,3,45,3449,5,3
4,4,1,1,0,3,34,1671,1,3
5,1,0,3,1,5,42,390,4,2
3,3,0,3,1,5,7,234,3,1
0,0,0,2,1,3,23,1499,2,1
5,1,1,2,1,4,40,3061,5,3
5,1,1,5,1,3,32,2938,5,3
5,2,1,4,1,4,55,2391,5,3
1,1,1,1,1,2,29,2342,1,3
4,2,1,4,1,4,45,696,4,3
4,4,1,4,1,1,35,1463,4,1
3,3,1,3,1,5,61,650,1,2
2,2,0,4,0,2,40,590,4,1
5,2,0,4,1,5,49,581,5,1
2,1,0,3,1,1,69,1096,3,1
5,2,0,1,1,4,68,1041,5,1
3,3,1,2,0,4,27,551,2,1
1,1,0,4,1,3,29,871,4,1
5,3,1,4,1,5,51,1400,4,3
3,4,1,4,1,3,38,550,4,1
2,2,1,2,1,3,35,361,2,1
1,2,0,3,1,1,22,597,1,1
4,3,1,4,0,2,21,542,4,1
0,0,1,4,1,1,26,363,4,2
3,3,0,4,1,1,12,419,4,1
4,0,1,5,1,4,36,3721,5,3
2,4,1,4,1,2,44,3603,3,3
3,1,1,1,1,4,58,3240,4,3
3,3,0,3,1,3,8,954,3,1
4,5,1,4,1,5,59,3647,4,3
1,2,1,4,1,4,55,853,3,3
2,2,0,1,1,5,35,391,1,1
1,0,1,0,1,3,22,569,4,1
4,4,1,4,1,4,56,1747,5,3
2,2,1,4,0,3,23,223,4,1
5,2,1,5,1,5,45,2581,5,3
4,4,1,2,1,4,46,1056,4,1
4,4,1,2,1,3,54,2602,4,3
5,3,0,2,1,4,50,484,4,1
5,5,1,5,1,1,41,134,5,1
1,2,1,4,1,3,34,391,5,3
2,2,0,4,1,5,21,907,4,2
4,2,1,4,1,4,32,1491,4,3
4,3,1,4,1,4,43,1011,5,3
5,2,1,5,1,4,24,2174,5,3
2,2,0,2,1,3,33,852,2,1
2,2,1,2,1,1,59,2491,3,3
5,4,1,5,1,3,41,1426,5,3
4,1,1,4,1,3,57,1635,5,3
4,2,1,2,1,3,42,833,4,1
3,3,1,3,1,2,18,874,3,3
3,2,1,2,1,1,24,693,1,2
4,2,1,5,1,4,49,2486,4,3
2,2,0,1,1,3,41,476,1,1
1,1,0,2,1,3,13,2586,2,1
2,2,1,2,1,2,29,992,2,2
3,4,1,4,1,1,52,920,3,1
4,2,1,5,1,4,35,3810,5,3
4,4,1,2,1,4,48,740,4,2
3,3,1,1,0,1,49,204,1,1
2,5,1,2,1,4,30,1609,2,3
5,1,0,3,1,4,44,351,5,3
3,3,1,3,1,3,20,342,3,1
3,3,0,1,1,3,66,989,1,1
3,2,1,4,1,3,47,1788,5,3
4,4,1,4,0,3,27,687,4,3
3,3,1,4,1,3,52,3454,3,3
4,4,0,3,1,1,21,1874,3,1
5,5,1,5,1,2,29,191,5,1
4,4,0,3,1,3,14,809,3,1
4,1,1,5,1,4,60,220,5,3
4,5,1,4,1,5,28,1896,4,3
4,1,1,4,1,5,25,3787,4,3
3,2,1,2,1,4,45,2266,4,3
3,3,1,1,0,2,22,121,1,1
5,1,1,4,1,4,58,1371,5,3
4,3,1,3,1,3,41,407,3,1
5,4,0,3,1,4,48,2161,4,1
4,3,0,2,1,3,62,577,4,1
4,4,1,4,1,5,53,1014,4,2
3,2,1,2,1,4,60,423,3,2
3,3,1,3,1,2,47,596,2,1
5,1,1,4,1,4,43,390,4,3
3,3,1,3,1,1,30,3179,3,3
2,2,1,2,1,2,53,977,2,1
4,5,1,5,1,4,56,2414,5,3
5,4,1,4,1,2,57,228,3,1
2,2,0,4,1,3,34,748,2,2
3,3,0,4,1,5,47,689,4,2
2,2,1,3,0,3,24,139,2,1
2,4,0,4,1,2,62,1258,2,3
3,5,1,5,1,3,60,1851,4,3
3,2,0,4,1,2,56,187,2,2
3,2,1,3,1,5,48,2841,4,3
5,4,1,5,1,2,59,2250,3,3
3,5,1,4,1,3,66,1620,5,3
1,2,0,4,1,4,65,1521,2,2
5,5,1,5,1,4,28,908,5,2
2,2,1,3,0,4,26,130,2,1
5,4,0,3,1,1,42,429,3,2
4,4,1,5,0,3,39,1246,5,3
1,1,1,5,0,1,21,805,5,1
1,1,1,4,0,2,20,440,4,1
5,4,1,4,1,5,53,590,5,3
2,2,1,5,0,3,22,712,5,1
3,2,1,5,1,4,57,1703,5,3
3,2,1,2,1,1,54,371,3,1
3,4,1,1,0,5,25,251,1,3
5,4,1,5,1,5,18,489,5,3
5,4,1,5,1,4,45,541,5,3
4,4,0,2,1,5,39,964,2,1
5,3,1,4,1,3,28,236,4,3
4,1,1,4,1,5,25,3897,4,3
1,1,1,1,1,2,32,409,1,3
4,5,1,4,1,5,31,2148,4,3
2,2,1,3,0,3,31,1849,3,3
2,3,0,2,1,4,49,328,2,1
4,3,0,2,1,5,48,1919,4,1
2,3,1,5,1,2,43,2521,2,3
5,2,1,4,1,5,58,1885,5,3
5,5,1,5,1,2,29,1428,5,3
5,5,1,5,1,2,47,347,5,2
2,5,1,5,1,4,52,933,5,1
5,5,1,5,1,4,43,746,5,2
2,2,1,5,0,4,15,1024,5,1
2,2,1,2,1,2,68,805,2,1
1,1,0,2,1,4,51,1024,2,1
2,2,0,1,1,2,7,650,1,2
2,2,1,1,0,4,47,446,1,1
1,1,1,3,0,5,36,1773,3,3
3,3,0,1,1,3,51,1542,1,1
3,4,1,3,1,4,32,925,3,3
2,2,0,1,1,4,15,349,1,1
4,1,1,4,1,5,25,2829,4,3
5,4,1,5,1,4,59,569,5,3
2,2,0,3,1,4,32,1546,3,1
4,4,1,5,0,2,33,413,2,1
3,1,0,2,1,4,17,382,2,1
4,3,1,5,1,3,56,2136,5,3
4,0,1,1,1,4,41,181,5,3
4,1,0,4,1,4,47,156,5,1
4,4,1,4,1,4,57,2079,3,3
2,2,1,2,1,2,24,436,3,1
3,3,1,1,0,1,47,867,1,2
4,2,1,5,1,4,45,3700,4,3
2,4,0,2,1,1,65,1192,2,1
5,4,1,3,0,5,28,689,3,3
2,2,0,2,1,1,47,781,3,1
4,2,1,5,1,3,27,1865,5,3
1,1,0,2,1,1,60,196,1,1
3,1,1,1,1,2,66,994,4,3
3,3,1,3,0,3,23,678,4,1
5,3,1,5,1,5,48,895,4,3
5,5,1,4,1,3,52,113,4,1
5,4,1,5,1,3,55,407,5,3
3,3,0,3,1,4,65,814,2,1
3,3,0,4,1,3,10,1041,4,3
2,2,0,2,1,3,23,616,2,2
4,2,1,5,1,4,56,1035,5,3
0,1,0,4,1,4,25,152,4,1
3,5,0,5,1,1,55,812,3,1
2,2,1,4,0,4,27,602,4,3
5,1,1,5,1,4,31,1565,5,3
5,1,0,3,1,5,43,337,5,1
4,1,0,4,1,3,65,562,5,3
5,3,1,3,1,4,43,3497,4,3
5,2,1,5,1,4,26,2139,5,3
1,1,1,5,1,3,47,3637,1,3
2,2,0,2,1,3,40,2133,2,1
4,4,0,1,1,1,17,240,1,2
4,4,1,2,1,2,59,1784,3,3
5,1,1,5,1,4,48,1024,5,3
5,5,0,5,1,4,65,899,2,1
3,3,0,5,1,1,26,2409,5,1
2,2,0,5,1,4,57,77,5,1
2,2,0,4,1,4,12,829,5,1
4,4,1,3,0,3,39,209,5,1
3,1,1,3,1,3,62,2542,3,3
3,3,0,1,1,5,31,842,1,1
2,2,0,2,1,4,57,248,2,1
4,1,1,3,1,3,42,862,5,3
1,1,1,5,0,4,50,1737,5,3
4,3,1,4,1,4,51,2130,4,3
1,1,0,5,1,2,16,544,5,1
3,4,1,4,1,2,43,3079,3,3
5,5,0,3,1,3,55,159,3,1
5,2,1,5,1,4,28,626,5,3
1,1,0,4,1,1,31,216,4,3
3,3,0,3,1,3,31,431,3,1
1,1,1,4,0,1,31,1061,4,1
5,2,1,4,1,4,38,1164,5,3
3,1,1,4,1,1,57,2457,4,3
1,1,0,2,1,4,10,74,2,1
1,1,1,1,1,1,30,566,1,3
3,3,0,4,1,2,67,1121,4,1
4,4,1,5,1,3,36,358,4,3
1,1,1,1,0,3,27,1055,1,3
0,0,1,3,0,3,23,1074,3,3
2,3,1,3,1,2,54,321,2,3
1,1,1,4,0,3,32,328,4,3
4,3,0,2,1,1,45,1024,4,2
4,1,1,4,1,3,48,1593,4,3
2,2,1,3,0,2,28,1310,3,1
4,5,1,5,1,4,55,3714,4,3
2,2,0,3,1,5,43,964,5,1
4,1,1,1,1,2,58,489,3,3
4,2,1,2,1,3,40,1713,4,3
4,3,0,1,1,3,53,227,5,1
5,3,0,5,1,5,51,163,5,1
3,3,0,4,1,3,22,1972,4,1
3,3,0,5,1,2,15,337,2,1
1,4,1,3,1,1,65,412,1,1
2,1,1,1,1,3,51,2272,2,3
2,4,1,4,1,2,42,1562,4,2
3,5,1,5,1,3,43,419,4,1
5,1,1,5,1,3,62,391,5,3
5,3,1,5,1,5,55,328,4,3
4,4,1,4,0,1,20,209,4,1
2,2,1,2,1,1,40,328,2,1
3,3,0,2,1,1,41,991,2,1
4,3,1,4,1,4,45,3588,4,3
4,4,1,2,0,5,36,728,2,3
3,3,1,2,0,5,35,1062,2,1
1,1,1,1,1,1,21,1208,2,1
4,3,1,3,1,2,46,2125,3,3
4,4,1,3,0,3,48,1590,3,3
4,4,1,5,0,2,25,533,3,1
1,1,1,4,0,5,20,1041,5,1
5,4,0,2,1,5,53,216,4,1
3,3,1,1,0,5,30,888,1,3
2,0,1,2,1,5,46,2070,2,3
4,4,1,4,1,3,25,2288,4,3
3,3,0,4,1,1,54,221,3,1
5,5,1,5,1,1,25,387,5,1
5,1,1,4,1,3,60,1668,4,3
4,4,1,4,1,3,30,2974,4,3
3,3,1,3,1,2,34,1981,3,3
3,3,0,4,1,2,21,545,2,1
5,5,1,5,1,4,40,991,5,3
3,3,1,5,0,1,22,1154,4,1
4,4,1,5,0,4,26,1047,5,3
5,5,1,1,0,4,22,223,1,1
2,2,1,2,0,1,33,134,2,2
4,4,1,4,1,4,37,239,4,3
4,4,1,4,1,4,53,2475,4,3
1,1,0,3,1,1,61,945,3,2
4,2,1,5,1,4,56,1481,4,3
0,0,0,1,1,3,29,464,1,1
2,2,1,2,0,4,35,1747,2,3
2,2,1,2,0,1,40,1773,2,3
5,1,1,4,1,5,52,3646,5,3
4,4,1,4,1,1,28,447,4,1
3,4,1,4,1,4,33,472,3,3
5,3,1,5,1,3,44,312,5,3
4,2,1,4,1,3,24,2357,5,3
1,1,1,1,1,1,35,224,1,1
4,1,1,2,1,3,47,404,5,3
2,2,1,5,1,2,38,3655,3,3
3,2,0,4,1,4,60,1011,4,3
1,2,1,5,0,2,30,391,5,1
3,2,1,2,1,2,57,3413,3,3
2,4,0,3,1,2,32,2556,2,2
4,3,1,5,1,3,60,2432,5,3
4,1,0,2,1,4,48,718,4,1
1,1,1,1,1,3,10,2565,1,3
4,2,1,4,1,5,45,431,5,3
1,1,1,1,1,4,31,934,1,1
4,4,1,5,0,5,42,301,5,3
5,1,1,4,1,4,38,2235,5,3
3,1,1,1,1,4,44,817,3,3
4,3,1,4,1,5,52,919,4,3
4,4,1,4,1,4,46,3261,4,3
5,4,1,5,1,5,51,2055,4,3
4,4,1,4,1,5,50,421,4,1
5,5,0,5,1,5,68,134,5,1
3,3,0,1,1,5,10,280,1,1
4,4,1,4,1,5,47,763,4,1
4,4,0,2,1,1,14,369,2,1
4,4,1,2,0,4,48,295,2,3
2,2,1,2,1,2,50,1892,4,1
5,2,1,5,1,5,46,515,4,3
2,2,1,2,0,3,29,522,5,1
4,2,1,4,1,4,10,2544,4,3
4,3,1,5,1,4,52,583,4,3
4,3,1,5,1,3,57,679,5,3
2,2,1,5,0,3,23,850,5,1
4,3,1,3,1,4,69,228,3,1
4,3,1,5,0,3,36,347,5,3
4,4,1,3,0,2,25,1076,3,1
4,1,1,5,1,4,40,507,4,3
3,3,1,3,1,4,61,235,3,1
5,4,1,4,1,4,41,1792,5,3
3,3,1,2,0,5,45,578,2,1
4,5,1,4,1,3,58,309,4,3
3,3,0,1,1,3,42,1068,1,1
1,1,0,2,1,4,33,239,2,1
5,5,1,5,0,5,28,1726,5,3
3,3,1,3,1,1,38,127,2,3
5,4,1,4,1,4,57,1262,4,3
3,3,0,2,1,4,66,725,5,1
4,3,1,3,1,2,46,1775,4,3
5,3,1,5,1,4,31,746,5,3
4,3,1,4,1,3,41,2229,5,3
1,1,1,2,0,4,22,496,2,1
5,5,1,4,0,5,39,510,4,3
1,1,1,1,1,2,57,1914,1,3
3,3,0,5,1,3,67,315,5,1
5,5,1,4,1,5,52,327,4,3
5,2,1,5,1,5,49,404,5,3
5,2,1,5,1,4,51,409,5,3
2,1,1,1,1,2,47,447,2,1
0,1,0,1,1,3,19,214,1,1
1,1,0,5,1,4,22,925,5,1
4,4,1,4,1,2,17,315,4,1
3,2,1,2,1,4,42,235,4,1
4,5,1,5,1,3,58,2918,4,3
1,1,1,4,0,4,25,1371,4,1
3,1,1,1,1,2,53,580,3,3
3,2,1,4,1,4,52,1587,4,3
4,4,0,2,1,3,39,332,2,1
5,5,1,5,1,1,55,411,5,1
4,1,1,4,1,3,55,1488,4,3
4,3,1,5,1,5,38,2351,3,3
4,3,1,5,1,5,52,2108,4,3
3,3,0,5,1,1,36,2860,5,1
5,5,1,5,0,5,27,1444,5,3
3,3,1,3,1,4,60,588,3,2
4,5,1,4,1,4,42,1629,4,3
4,1,1,5,1,4,54,1924,4,3
4,2,1,2,1,2,46,338,4,3
2,2,1,3,0,4,62,1065,3,3
5,2,1,4,1,4,25,628,4,3
4,4,1,4,1,1,63,414,4,1
3,3,0,4,1,4,11,288,4,1
2,3,1,3,1,1,25,2434,3,3
3,2,1,2,1,1,34,2764,3,3
0,4,0,2,1,4,47,168,2,1
5,1,1,5,1,5,57,270,5,3
5,5,1,1,0,3,20,853,1,3
5,1,0,1,1,5,46,258,3,3
3,3,1,4,1,3,21,1499,3,2
4,2,1,5,1,3,57,2223,4,3
5,3,0,4,1,4,44,1744,4,1
3,3,1,3,1,4,59,304,3,1
4,5,1,4,1,5,58,3101,4,3
3,3,0,3,1,5,45,369,5,1
3,3,1,3,1,1,53,331,3,1
3,1,1,4,1,2,57,1688,1,3
3,2,1,2,1,4,38,507,2,1
5,3,1,4,1,3,60,1068,5,3
2,1,1,1,0,2,27,1064,2,1
2,2,0,1,1,1,50,259,1,1
3,3,0,3,1,4,7,700,3,1
4,3,1,4,1,2,21,534,4,3
1,1,1,2,0,2,24,495,2,1
3,3,1,4,0,3,56,147,4,3
5,5,1,5,1,4,37,164,5,1
0,0,1,2,0,4,24,446,2,1
5,2,1,2,1,4,52,2459,4,3
3,3,1,4,1,2,41,493,2,3
1,2,1,4,0,3,21,507,4,1
4,1,1,5,1,3,53,3264,5,3
4,4,0,1,1,4,60,227,3,2
4,4,1,4,1,4,50,216,5,2
3,0,1,2,1,1,47,3305,4,3
2,2,0,4,1,4,47,436,4,1
5,5,1,4,1,1,53,551,4,1
5,2,1,5,1,2,21,1428,5,3
2,2,1,2,1,4,54,192,2,1
3,3,1,3,1,1,36,3595,4,3
1,3,0,4,1,5,14,545,4,1
3,1,1,1,1,2,42,374,4,1
2,2,1,2,1,2,7,3651,2,3
3,3,0,5,1,3,14,331,5,1
5,2,1,2,1,5,51,568,4,1
3,3,0,4,1,2,65,591,3,1
3,3,1,5,0,3,37,338,2,3
5,5,1,5,1,4,44,3250,5,3
3,5,1,4,1,5,44,2879,4,3
2,2,0,3,1,4,27,680,3,1
4,2,1,5,1,5,51,3968,4,3
5,1,1,5,1,5,43,2891,5,3
4,2,1,5,1,4,49,2758,4,3
5,3,1,5,1,3,39,480,4,3
4,4,1,4,1,3,48,328,4,1
5,5,1,5,1,1,41,954,5,1
5,5,1,5,1,4,32,1303,5,3
4,1,1,1,1,1,47,728,4,1
4,5,1,5,1,4,54,2221,4,3
2,2,1,4,0,4,45,472,2,3
5,3,0,2,1,4,45,822,5,1
4,5,0,5,1,5,43,954,1,1
2,2,1,2,1,3,35,805,3,3
3,4,1,4,1,1,24,425,2,2
4,4,0,2,1,4,17,1728,2,1
5,1,1,5,1,4,56,1892,5,3
3,3,0,4,1,2,22,1216,4,1
4,4,1,3,0,5,47,864,3,3
5,4,0,1,1,3,57,431,4,2
2,2,1,2,1,3,29,1780,2,3
3,3,0,5,1,4,30,1055,1,1
5,5,1,4,1,3,45,3709,5,3
5,3,0,1,1,5,50,1085,5,1
3,2,0,4,1,3,44,302,4,2
5,4,0,5,1,2,54,257,4,1
4,2,1,4,1,5,48,1790,4,3
2,2,1,2,1,2,66,3789,2,3
5,1,1,5,1,3,32,2620,5,3
0,0,0,5,1,3,27,460,5,1
5,5,1,1,0,3,27,1258,1,3
2,2,0,5,1,3,54,735,5,1
5,4,0,4,1,3,45,1035,5,2
4,3,1,4,1,4,43,3925,5,3
4,4,1,2,0,2,40,102,2,3
3,3,0,1,1,4,43,1183,4,1
0,0,1,4,1,3,31,438,1,1
5,2,1,3,1,5,45,3430,4,3
4,4,0,4,1,3,32,825,4,1
5,1,1,5,1,3,49,3629,4,3
2,5,1,4,1,5,70,650,1,1
2,2,0,3,1,5,33,451,3,1
1,4,1,3,0,1,33,346,1,1
4,4,1,3,0,4,24,304,3,3
2,2,1,2,1,4,25,1766,2,3
4,4,0,4,1,3,61,160,4,1
3,3,1,2,0,1,72,689,2,1
5,2,1,4,1,5,60,1902,5,3
4,3,1,4,1,5,60,689,5,3
4,2,1,5,1,5,44,3555,5,3
4,4,1,5,1,1,44,992,5,1
4,3,0,3,1,4,7,2688,4,1
5,2,1,4,1,4,53,1560,4,3
4,4,0,5,1,3,26,122,5,1
3,3,1,5,0,3,22,1129,5,3
4,4,1,4,1,5,22,3287,4,3
2,2,0,2,1,4,40,1313,2,1
5,2,1,5,1,4,43,1528,5,3
2,2,0,5,1,4,26,811,4,1
4,4,1,4,1,5,42,190,4,1
2,2,0,2,1,3,60,214,3,1
3,3,0,1,1,5,11,358,1,1
4,3,1,3,1,4,39,1663,3,3
3,3,1,3,0,1,30,401,3,2
3,3,1,4,0,3,43,624,4,3
3,3,0,1,1,2,19,762,1,1
4,3,0,5,1,3,14,1046,3,1
4,4,1,4,1,3,60,2371,5,3
4,4,1,1,0,3,39,802,1,3
4,1,1,4,1,5,44,2865,4,3
5,5,1,4,1,3,44,304,4,3
4,5,1,5,1,4,44,312,5,3
4,2,1,3,1,3,51,529,5,3
5,5,1,5,0,5,18,763,5,3
4,4,1,4,1,4,29,3052,4,3
3,2,0,4,1,3,16,2306,3,1
4,4,1,2,0,5,22,231,2,1
4,2,0,1,1,1,69,425,2,1
5,5,1,2,1,5,51,834,5,2
1,1,0,2,1,1,34,657,2,1
1,1,1,5,0,3,20,446,2,1
2,2,0,4,1,5,40,546,4,1
5,5,0,4,1,1,65,1389,4,1
2,2,1,2,1,2,20,589,3,2
5,5,1,5,0,4,22,496,5,1
2,2,1,2,1,1,14,3796,2,3
2,4,1,4,1,3,35,2458,1,3
2,2,0,2,1,3,33,872,2,2
2,2,1,5,0,3,23,209,3,1
3,3,1,3,1,2,25,1947,3,3
5,5,1,3,0,3,28,1174,3,3
4,3,1,5,1,4,24,3795,5,3
4,4,1,4,1,3,49,599,3,3
1,1,1,1,1,4,39,304,1,1
4,4,1,1,0,5,60,1235,1,3
2,4,1,4,1,5,57,788,3,1
5,5,1,3,0,5,26,621,3,3
5,4,1,4,0,1,22,819,4,1
4,4,1,5,1,3,59,2000,5,3
3,3,0,1,1,4,14,431,1,1
4,2,1,3,1,5,28,429,3,3
3,3,1,5,0,3,28,600,5,3
5,0,0,3,1,5,49,436,5,3
4,4,1,2,0,5,37,223,2,3
3,3,0,1,1,3,64,547,1,1
3,3,1,4,0,3,36,409,4,3
3,5,1,3,1,2,33,3605,3,3
2,2,1,1,0,1,33,419,1,1
4,1,1,1,1,2,48,511,3,2
3,3,1,4,0,5,25,449,4,3
3,4,1,4,1,1,31,2446,4,2
4,4,1,4,1,4,26,695,5,1
3,2,1,2,1,2,53,679,3,3
2,2,0,3,1,2,42,125,4,1
5,2,0,5,1,4,67,507,4,1
3,3,1,4,0,3,29,515,4,1
4,4,1,4,1,3,44,222,4,3
2,2,1,4,0,3,41,406,4,1
3,2,1,2,1,1,36,1509,4,3
3,1,1,1,1,3,52,459,3,1
3,3,0,1,1,3,17,853,1,1
0,5,1,3,0,3,22,447,3,3
2,2,1,2,1,3,22,1618,2,2
3,2,0,3,1,4,67,446,4,1
